FID,BLOCKID10,HOUSING10,POP10,X,Y
"7,101",420032902003000,88,213,"1,346,497.020100000100000","394,854.389341000000000"
"7,102",420031918004000,16,15,"1,335,504.563679999900000","395,046.361115999990000"
"7,103",420031918001001,30,59,"1,336,040.489360000000000","394,328.552345999980000"
"7,104",420031918001002,25,56,"1,335,930.720070000000000","394,222.881827000000000"
"7,105",420031918001003,31,61,"1,335,824.478120000100000","394,114.947715000020000"
"7,106",420031918002012,21,50,"1,335,674.614150000000000","392,786.645543000020000"
"7,107",420031919002010,20,38,"1,336,739.089830000000000","394,320.646765000010000"
"7,108",420031918001011,63,33,"1,336,758.646750000100000","393,836.620477000020000"
"7,109",420031918007005,48,129,"1,338,923.452169999900000","393,202.255943000030000"
"7,110",420031918005006,25,47,"1,337,320.529000000100000","391,959.730348000010000"
"7,111",420031918007007,10,17,"1,339,118.156540000100000","393,419.377538000000000"
"7,112",420033206001014,13,26,"1,338,766.887110000000000","394,473.481471000010000"
"7,113",420035616003007,16,24,"1,347,996.427080000100000","402,487.686793999980000"
"7,114",420035616003010,10,19,"1,348,932.120540000000000","402,404.604491000010000"
"7,115",420033206002003,0,0,"1,342,557.928240000000000","394,253.243866999980000"
"7,116",420033204001005,3,9,"1,342,979.792690000000000","390,272.898885999980000"
"7,117",420032904003009,0,0,"1,344,994.737930000100000","390,836.271076000000000"
"7,118",420032901003009,11,21,"1,345,210.456210000000000","394,176.281536000020000"
"7,119",420032904001009,3,10,"1,344,091.887360000100000","391,803.471449000000000"
"7,120",420032904001008,4,6,"1,344,153.574539999900000","391,575.836271999990000"
"7,121",420032904001018,25,56,"1,345,377.321180000000000","392,377.973419999990000"
"7,122",420033204001006,20,43,"1,343,921.349530000000000","390,048.347390000010000"
"7,123",420033204001016,30,64,"1,343,745.192830000100000","389,654.517805000010000"
"7,124",420032904003013,26,55,"1,345,954.265650000000000","390,039.237124999990000"
"7,125",420031918003002,8,18,"1,337,955.349080000100000","393,430.537353000020000"
"7,126",420032902002007,22,51,"1,346,232.089800000000000","393,115.861924999980000"
"7,127",420032904002013,43,91,"1,347,470.580600000000000","391,808.296596999980000"
"7,128",420032904002023,16,35,"1,346,544.066150000100000","391,491.946952000030000"
"7,129",420032904005000,6,9,"1,347,906.717870000100000","390,613.871292000000000"
"7,130",420032904004010,5,8,"1,348,108.628120000000000","393,299.631929000020000"
"7,131",420032904004009,16,28,"1,348,119.679070000100000","392,915.124898999990000"
"7,132",420032904004027,38,75,"1,348,506.258020000100000","391,324.320504000000000"
"7,133",420032904005021,0,0,"1,346,754.348840000100000","389,484.095509000010000"
"7,134",420032904002033,19,21,"1,347,480.393840000000000","390,815.678055000030000"
"7,135",420031609002000,0,0,"1,353,952.556730000100000","405,107.433382000020000"
"7,136",420031609001009,0,0,"1,350,043.037380000100000","407,224.818528999980000"
"7,137",420031609002018,27,33,"1,350,318.276170000000000","406,311.392542999990000"
"7,138",420031609002039,2,0,"1,350,123.916680000000000","405,694.268403999970000"
"7,139",420031608001002,52,94,"1,350,058.175580000000000","405,080.361619999980000"
"7,140",420031609002046,0,0,"1,350,720.296739999900000","405,325.839573999980000"
"7,141",420031608001000,0,0,"1,350,785.536830000100000","405,249.930350999990000"
"7,142",420031609002043,9,15,"1,351,182.620120000100000","405,970.349525999980000"
"7,143",420031608002009,11,15,"1,350,876.867159999900000","404,592.091120000000000"
"7,144",420031608003018,20,31,"1,350,414.933310000000000","403,309.767579999990000"
"7,145",420031608004026,14,27,"1,349,348.075130000000000","403,067.732873999980000"
"7,146",420035616004019,14,36,"1,349,944.165040000100000","401,531.766519000000000"
"7,147",420035616002034,4,9,"1,351,560.902719999900000","402,070.511159999990000"
"7,148",420035629002010,0,0,"1,359,563.000160000100000","394,863.639938000010000"
"7,149",420035629002011,8,14,"1,359,774.240620000100000","392,395.793280999990000"
"7,150",420035629002030,0,0,"1,360,297.075680000000000","392,668.496097000020000"
"7,151",420035629002023,0,0,"1,360,791.491010000000000","392,387.887188000020000"
"7,152",420031706003007,2,1,"1,347,014.709490000000000","403,978.517045999990000"
"7,153",420035629002013,29,46,"1,360,202.492520000100000","389,569.307343999970000"
"7,154",420031608004014,50,83,"1,349,551.042200000000000","403,678.395816000000000"
"7,155",420031803001030,6,9,"1,343,075.305400000000000","404,903.474347000010000"
"7,156",420033102001011,17,33,"1,366,028.367580000100000","387,078.173121000000000"
"7,157",420031706001007,0,0,"1,344,472.195150000000000","406,395.710270999990000"
"7,158",420033102005022,5,10,"1,364,335.746000000000000","383,489.428667999980000"
"7,159",420033102005006,10,21,"1,364,389.313820000000000","384,809.664229999990000"
"7,160",420033102005016,12,18,"1,364,402.656359999900000","384,056.011071000020000"
"7,161",420033102003021,9,16,"1,367,156.853159999900000","383,267.218995000000000"
"7,162",420032022001037,5,10,"1,324,123.677200000000000","415,614.719937000020000"
"7,163",420035625001035,3,4,"1,327,042.100769999900000","419,424.993426000000000"
"7,164",420035625001013,9,24,"1,327,565.292820000100000","419,953.153748999990000"
"7,165",420035625001014,0,0,"1,327,727.632650000000000","419,782.440770999990000"
"7,166",420035625001022,1,3,"1,328,258.513610000000000","419,148.477529999970000"
"7,167",420035625002041,21,44,"1,328,075.012540000000000","418,213.043622000030000"
"7,168",420032022002019,8,14,"1,324,986.554840000100000","416,950.418387999990000"
"7,169",420032022002016,7,4,"1,325,259.124450000000000","417,140.394772000030000"
"7,170",420031919003005,43,88,"1,334,712.785800000000000","395,316.805679999990000"
"7,171",420031918004014,5,12,"1,334,872.972920000100000","393,992.321715000030000"
"7,172",420031918002005,8,17,"1,334,958.448240000100000","393,705.002847000030000"
