FID,BLOCKID10,HOUSING10,POP10,X,Y
"4,304",420032023001007,224,382,"1,330,961.229660000000000","402,981.828564000020000"
"4,305",420035628001013,4,33,"1,322,291.717680000000000","404,478.775911999980000"
"4,306",420035628001018,0,0,"1,323,297.931630000000000","403,519.690586999990000"
"4,307",420039818001013,0,0,"1,368,496.483250000000000","425,792.443167000020000"
"4,308",420035629002027,0,0,"1,360,630.726830000100000","390,797.551779999980000"
"4,309",420039812001019,0,0,"1,339,047.607320000000000","413,443.007595999980000"
"4,310",420035629001010,0,0,"1,354,147.034659999900000","405,796.655650999980000"
"4,311",420035629002020,0,0,"1,360,459.641540000000000","394,422.521431999980000"
"4,312",420030201001000,0,0,"1,338,821.821730000000000","411,917.026814999990000"
"4,313",420030201006004,0,0,"1,343,766.309889999900000","412,882.001147000000000"
"4,314",420030201004015,0,0,"1,344,018.455240000000000","410,724.154272000010000"
"4,315",420035616002026,3,3,"1,350,443.260090000000000","401,800.227111999990000"
"4,316",420035632002008,0,0,"1,343,174.184850000100000","416,527.791642999980000"
"4,317",420035632003018,0,0,"1,342,862.177070000000000","417,200.956007000000000"
"4,318",420032620003012,0,0,"1,342,247.282350000000000","421,054.331812000020000"
"4,319",420032612001027,0,0,"1,339,972.172599999900000","430,379.774282999980000"
"4,320",420032602003002,0,0,"1,337,601.165830000100000","432,086.114422000010000"
"4,321",420030203001100,0,0,"1,344,978.447960000000000","415,010.429767000020000"
"4,322",420030103001031,0,0,"1,346,304.324390000000000","408,450.651362999980000"
"4,323",420031920001000,27,60,"1,336,571.982000000100000","399,734.137236999990000"
"4,324",420033206001003,10,18,"1,341,328.654600000000000","396,895.809702000000000"
"4,325",420032701002022,41,77,"1,330,604.742840000000000","426,488.013559999990000"
"4,326",420031014001000,0,0,"1,366,322.078599999900000","428,066.880453000020000"
"4,327",420032708003015,133,261,"1,334,587.542530000000000","427,048.373978000020000"
"4,328",420032602001015,0,0,"1,339,814.598400000000000","430,524.927033999990000"
"4,329",420035630001019,1,1,"1,321,119.885120000000000","415,579.895485999990000"
"4,330",420031402002002,41,105,"1,362,674.955850000000000","413,252.711738999990000"
"4,331",420030509001015,11,20,"1,350,515.345759999900000","414,988.278555999980000"
"4,332",420033103001031,0,0,"1,364,572.852530000000000","393,273.298970000000000"
"4,333",420039810001016,0,0,"1,357,598.361370000100000","422,118.655172000000000"
"4,334",420031915001004,6,9,"1,339,306.440100000000000","404,505.032461999970000"
"4,335",420032107001042,0,0,"1,334,846.059100000000000","415,408.523636000000000"
"4,336",420031914002038,0,0,"1,336,705.750830000000000","406,043.443493000000000"
"4,337",420035616003002,48,76,"1,347,674.831590000100000","402,630.635774999970000"
"4,338",420035616003012,2,5,"1,347,193.850330000000000","402,547.751219999980000"
"4,339",420032023003010,0,0,"1,332,529.062910000100000","399,443.848799000030000"
"4,340",420031306003008,65,159,"1,377,150.670890000000000","414,600.860380000030000"
"4,341",420031301001016,0,0,"1,376,207.805480000100000","416,902.035047999990000"
"4,342",420031414003010,3,10,"1,364,336.897000000100000","405,880.360504999990000"
"4,343",420031414005004,71,88,"1,363,049.791040000000000","406,161.392044999990000"
"4,344",420030201004013,0,0,"1,344,109.439500000100000","410,949.913107000000000"
"4,345",420033103001032,0,0,"1,365,081.714600000100000","393,196.632365000030000"
"4,346",420039806001020,0,0,"1,335,309.804360000000000","414,446.141677999990000"
"4,347",420031915001018,0,0,"1,338,884.292420000100000","402,571.456292000020000"
"4,348",420039810001040,0,0,"1,356,230.479850000000000","420,582.379965999980000"
"4,349",420030902002000,157,245,"1,354,678.451410000000000","422,492.152399000010000"
"4,350",420039810001015,0,0,"1,356,894.012640000100000","421,473.691844000020000"
"4,351",420039810001059,0,0,"1,356,360.582059999900000","421,930.518510999970000"
"4,352",420031903001013,3,6,"1,337,394.816440000000000","409,652.903447000020000"
"4,353",420031911001002,0,0,"1,336,952.728189999900000","409,358.846171999990000"
"4,354",420039810001064,0,0,"1,356,335.404030000100000","421,715.316219999980000"
"4,355",420039806001036,0,0,"1,335,218.923470000000000","414,474.516601999990000"
"4,356",420031915001039,0,0,"1,338,133.800050000000000","402,776.362381000010000"
"4,357",420032602001006,0,0,"1,338,714.671170000000000","431,404.405078999990000"
"4,358",420032602001004,0,0,"1,338,715.295579999900000","431,460.871433000020000"
"4,359",420031903001008,0,0,"1,338,146.456160000100000","410,150.203880999990000"
"4,360",420035632001008,0,0,"1,343,530.590600000000000","415,488.561792999970000"
"4,361",420030305001030,0,0,"1,344,639.912950000000000","412,145.519778000020000"
"4,362",420031411001007,0,0,"1,369,518.516820000000000","405,266.622680999980000"
"4,363",420031517001000,0,0,"1,362,568.436730000000000","405,666.502680999980000"
"4,364",420031516002013,9,17,"1,356,731.962529999900000","406,342.708486000020000"
"4,365",420032701002001,0,0,"1,329,652.834310000100000","428,477.757197999980000"
"4,366",420033207001028,36,71,"1,340,848.248260000000000","390,338.585830000000000"
"4,367",420035631002004,0,0,"1,326,421.850960000000000","410,608.195050999990000"
"4,368",420039818001000,0,0,"1,371,798.384180000100000","426,544.312028000010000"
"4,369",420031306003002,98,168,"1,377,557.515910000100000","416,231.672612999970000"
"4,370",420035628001046,5,8,"1,321,394.176310000000000","402,216.207671999990000"
"4,371",420034282002022,25,51,"1,343,584.231059999900000","425,162.761337000000000"
"4,372",420031306003016,0,0,"1,379,317.161000000100000","413,784.950359000010000"
"4,373",420031410001018,10,22,"1,371,289.950969999900000","408,789.240747999980000"
"4,374",420033103001001,0,0,"1,363,867.060430000100000","394,785.303816000000000"
"4,375",420033102005008,22,43,"1,363,605.894820000000000","384,932.264904999990000"
"4,376",420033102003025,7,21,"1,367,669.061040000100000","382,562.047039999980000"
"4,377",420031014001004,0,0,"1,361,734.905150000000000","429,224.162068000010000"
"4,378",420035628001028,0,0,"1,320,760.761160000000000","402,800.845401000000000"
"4,379",420035628001029,0,0,"1,320,879.933250000000000","402,701.173576999980000"
"4,380",420030807002011,4,6,"1,360,269.746920000100000","417,042.154243999980000"
"4,381",420030605001000,0,0,"1,350,986.481290000000000","417,721.603979000010000"
"4,382",420031414004018,9,15,"1,364,782.618650000100000","402,882.825199000010000"
"4,383",420032708003011,0,0,"1,335,072.416500000100000","428,283.270528999970000"
"4,384",420031916001009,2,6,"1,334,211.286780000000000","404,257.179186000020000"
"4,385",420031706003019,1,2,"1,347,885.126190000000000","402,952.850717999970000"
"4,386",420030201005000,0,0,"1,344,602.255300000100000","412,519.298512000010000"
"4,387",420030203001136,0,0,"1,344,973.188870000000000","412,830.494454999980000"
"4,388",420035626003038,0,0,"1,334,582.092710000000000","413,431.030818000030000"
"4,389",420031414004017,1,5,"1,365,154.137679999900000","404,037.826546999980000"
"4,390",420032814002000,5,10,"1,329,355.528930000000000","414,698.369835000020000"
"4,391",420030203001116,0,0,"1,343,555.800220000100000","413,835.943001999990000"
"4,392",420035626003030,0,0,"1,332,806.234930000000000","415,229.366420999980000"
"4,393",420032814001006,1,1,"1,327,132.729580000000000","414,554.617556000010000"
"4,394",420039801001002,2,4,"1,367,959.005470000000000","427,081.519322999990000"
"4,395",420032612001024,0,0,"1,340,236.305990000000000","428,326.311124000000000"
"4,396",420030509001011,0,0,"1,348,697.424000000100000","414,822.941346000010000"
"4,397",420031014001009,0,0,"1,365,217.559100000000000","428,048.349431000010000"
"4,398",420031918006003,5,8,"1,339,341.057100000100000","392,524.565798999970000"
"4,399",420031918007008,0,0,"1,339,274.870219999900000","393,397.673042999990000"
"4,400",420031916001007,0,0,"1,333,825.287860000000000","405,620.189683999980000"
"4,401",420032022001032,0,0,"1,326,158.317680000100000","415,675.104189999980000"
"4,402",420030709004006,0,0,"1,358,437.014040000000000","414,983.356923000010000"
"4,403",420032022001012,3,4,"1,325,793.989800000100000","416,040.096242000000000"
"4,404",420030509001006,0,0,"1,350,280.755369999900000","415,647.194475999980000"
"4,405",420030203001140,3,6,"1,349,680.668679999900000","416,015.141532999990000"
"4,406",420032708003001,0,0,"1,335,007.488670000100000","429,866.555574000000000"
"4,407",420031803001015,0,0,"1,343,307.599350000000000","405,884.360354000000000"
"4,408",420030802001025,0,0,"1,355,619.327360000000000","417,453.824528000030000"
"4,409",420032602002019,8,13,"1,335,164.821960000100000","430,049.487405000020000"
"4,410",420035625002001,0,0,"1,328,243.983530000100000","418,850.623887999970000"
"4,411",420032507001032,0,0,"1,334,298.223500000100000","419,598.850839000020000"
"4,412",420035629001052,0,0,"1,358,324.645100000100000","395,448.855515000000000"
"4,413",420031702001036,1,4,"1,344,535.502690000000000","406,732.552450000020000"
"4,414",420032615002036,0,0,"1,336,326.421769999900000","420,221.346068000010000"
"4,415",420032602003018,0,0,"1,337,838.960639999900000","431,815.315963000000000"
"4,416",420032902001006,8,14,"1,347,894.389030000000000","398,091.126989000010000"
"4,417",420035631001002,4,10,"1,329,979.793920000100000","408,786.117993999970000"
"4,418",420039807001014,0,0,"1,342,819.690040000000000","408,311.742861000010000"
"4,419",420039810001039,0,0,"1,356,436.216449999900000","420,641.127428999990000"
"4,420",420032620003019,0,0,"1,342,764.921390000000000","420,521.030418000010000"
"4,421",420030409001018,0,0,"1,352,128.528119999900000","408,884.015331999980000"
"4,422",420039808001000,0,0,"1,352,054.787539999900000","408,784.138299999990000"
"4,423",420035626001024,4,8,"1,332,440.561640000000000","410,223.194674000030000"
"4,424",420039810001050,0,0,"1,355,311.187040000000000","421,345.034590000000000"
"4,425",420031106001013,19,37,"1,366,072.458210000100000","420,868.028965000000000"
"4,426",420035623002011,0,0,"1,363,943.914290000000000","399,743.840741999970000"
"4,427",420035616002009,6,12,"1,351,654.000790000000000","400,221.682940000030000"
"4,428",420030402001011,78,123,"1,351,586.658619999900000","410,182.714320999980000"
"4,429",420039809001029,0,0,"1,332,277.656690000100000","422,236.784048000000000"
"4,430",420031106001005,18,52,"1,366,743.821430000000000","422,271.510536000020000"
"4,431",420035629001012,0,0,"1,355,375.838810000100000","403,302.301507000000000"
"4,432",420031005001010,0,0,"1,361,654.986800000100000","422,694.463740999990000"
"4,433",420032615001019,1,1,"1,339,639.450729999900000","423,395.390047999970000"
"4,434",420031411001038,0,0,"1,367,127.261460000000000","401,707.903983000030000"
"4,435",420030402001016,0,0,"1,349,748.944320000000000","411,136.806973000000000"
"4,436",420030510001001,0,0,"1,350,399.442379999900000","411,344.385996999980000"
"4,437",420031005002014,21,39,"1,360,054.629849999900000","423,276.835243000010000"
"4,438",420031005002015,5,13,"1,360,583.859160000000000","422,784.942538000000000"
"4,439",420035624002020,3,5,"1,338,993.935039999900000","402,338.148079000010000"
"4,440",420035623005003,20,51,"1,359,733.706150000000000","402,232.486248000000000"
"4,441",420030402001001,5,8,"1,351,295.822100000000000","411,777.227501999990000"
"4,442",420032607001011,0,0,"1,340,431.130070000000000","425,586.985235999980000"
"4,443",420032412002008,4,1,"1,344,244.808860000000000","418,235.571014999990000"
"4,444",420035629003025,0,0,"1,357,447.921120000100000","402,225.285072000000000"
"4,445",420030201004010,0,0,"1,344,443.179370000000000","411,378.575170999970000"
"4,446",420030201005005,0,0,"1,344,604.504479999900000","412,421.607831000000000"
"4,447",420032615002019,0,0,"1,336,268.270730000000000","422,939.435261000010000"
"4,448",420030605001006,5,9,"1,352,266.676800000000000","417,595.422046999970000"
"4,449",420031803002037,2,9,"1,345,487.644810000000000","404,318.691807999970000"
"4,450",420032901001021,0,0,"1,341,873.169920000000000","397,228.057502000010000"
"4,451",420032620003028,21,45,"1,345,649.451010000000000","420,819.656444000020000"
"4,452",420039804001005,0,0,"1,336,179.515970000100000","424,626.144166000010000"
"4,453",420035625004011,0,0,"1,323,858.067970000000000","419,036.784020000020000"
"4,454",420039801001023,0,0,"1,366,458.638259999900000","421,008.653192000000000"
"4,455",420039804001001,0,0,"1,336,252.245090000100000","428,458.678774999980000"
"4,456",420031401004001,125,160,"1,359,151.205670000100000","413,350.116487000020000"
"4,457",420031404003008,25,58,"1,364,796.171469999900000","413,440.293293000020000"
"4,458",420031301002008,17,25,"1,372,518.271789999900000","418,378.875923999990000"
"4,459",420032507001026,12,29,"1,336,005.647290000000000","419,721.292062999970000"
"4,460",420035626001032,0,0,"1,332,022.107080000000000","409,850.556183999990000"
"4,461",420031914002046,0,0,"1,337,607.154390000000000","404,705.427137000020000"
"4,462",420031915002021,18,31,"1,338,700.887450000000000","403,894.759257000000000"
"4,463",420031903002016,0,0,"1,336,548.020440000100000","406,208.475152000030000"
"4,464",420031911001087,2,2,"1,335,840.296249999900000","406,732.182826999980000"
"4,465",420033102005012,38,74,"1,364,069.762050000000000","384,111.673225999980000"
"4,466",420033102002014,22,49,"1,366,769.784580000000000","384,260.551340000010000"
"4,467",420031903001011,4,4,"1,337,604.983960000100000","409,875.522371999980000"
"4,468",420031903001004,48,77,"1,337,221.601970000000000","409,829.337454999970000"
"4,469",420031911001030,1,1,"1,336,613.577749999900000","409,052.101174000010000"
"4,470",420031005001008,85,139,"1,361,191.253420000000000","422,786.787090000000000"
"4,471",420031113001005,72,141,"1,361,697.859660000100000","421,924.540880999990000"
"4,472",420031018002015,2,3,"1,360,850.366200000000000","427,566.659780999990000"
"4,473",420031018002024,10,21,"1,362,328.479580000000000","427,765.249904000030000"
"4,474",420031018001005,116,240,"1,361,549.436950000000000","425,943.735462000010000"
"4,475",420031014001038,18,43,"1,363,077.559960000000000","427,776.241075999980000"
"4,476",420031014001012,12,16,"1,363,904.633949999900000","428,188.012605000000000"
"4,477",420031014002006,30,59,"1,362,799.511250000000000","426,426.341919999980000"
"4,478",420031014003006,10,39,"1,361,882.981889999900000","423,584.760307000020000"
"4,479",420031113001004,28,55,"1,362,143.398950000100000","422,275.145120000000000"
"4,480",420031102002004,19,44,"1,364,192.892939999900000","424,133.016134999980000"
"4,481",420031102004010,29,53,"1,363,447.050319999900000","422,779.074627999970000"
"4,482",420031102001006,45,92,"1,364,323.402770000000000","424,397.151154000020000"
